user_id,product_id,action,timestamp
224,156,view,2025-12-22T16:18:48.680775+00:00
498,15,click,2025-12-22T16:37:48.680775+00:00
233,20,view,2025-12-22T17:07:48.680775+00:00
498,179,click,2025-12-22T17:08:48.680775+00:00
429,155,click,2025-12-22T17:22:48.680775+00:00
233,122,view,2025-12-22T17:53:48.680775+00:00
224,158,view,2025-12-22T18:20:48.680775+00:00
171,161,click,2025-12-22T18:29:48.680775+00:00
498,188,view,2025-12-22T18:45:48.680775+00:00
233,147,view,2025-12-22T18:49:48.680775+00:00
383,129,view,2025-12-22T19:20:48.680775+00:00
171,25,view,2025-12-22T19:21:48.680775+00:00
259,177,click,2025-12-22T19:30:48.680775+00:00
383,87,view,2025-12-22T19:37:48.680775+00:00
429,85,add_to_cart,2025-12-22T19:37:48.680775+00:00
171,164,view,2025-12-22T20:05:48.680775+00:00
171,122,click,2025-12-22T20:26:48.680775+00:00
498,96,view,2025-12-22T20:34:48.680775+00:00
498,170,view,2025-12-22T21:02:48.680775+00:00
171,102,view,2025-12-22T21:45:48.680775+00:00
233,175,add_to_cart,2025-12-22T22:01:48.680775+00:00
224,137,view,2025-12-22T22:05:48.680775+00:00
383,59,view,2025-12-22T22:16:48.680775+00:00
224,24,view,2025-12-22T22:36:48.680775+00:00
233,128,click,2025-12-22T22:50:48.680775+00:00
259,25,view,2025-12-22T23:00:48.680775+00:00
498,153,click,2025-12-22T23:05:48.680775+00:00
224,155,view,2025-12-22T23:10:48.680775+00:00
224,199,click,2025-12-22T23:11:48.680775+00:00
498,38,view,2025-12-22T23:13:48.680775+00:00
383,125,view,2025-12-22T23:14:48.680775+00:00
429,126,view,2025-12-22T23:23:48.680775+00:00
498,63,view,2025-12-22T23:34:48.680775+00:00
233,189,view,2025-12-22T23:51:48.680775+00:00
259,10,click,2025-12-23T00:17:48.680775+00:00
383,91,click,2025-12-23T00:42:48.680775+00:00
233,53,view,2025-12-23T00:59:48.680775+00:00
224,134,view,2025-12-23T01:02:48.680775+00:00
171,170,view,2025-12-23T01:35:48.680775+00:00
429,11,click,2025-12-23T01:51:48.680775+00:00
259,98,view,2025-12-23T02:45:48.680775+00:00
259,198,view,2025-12-23T03:00:48.680775+00:00
429,166,click,2025-12-23T03:05:48.680775+00:00
383,143,view,2025-12-23T04:00:48.680775+00:00
171,140,view,2025-12-23T04:20:48.680775+00:00
233,64,click,2025-12-23T04:33:48.680775+00:00
383,177,click,2025-12-23T04:39:48.680775+00:00
224,12,click,2025-12-23T04:46:48.680775+00:00
429,89,click,2025-12-23T05:02:48.680775+00:00
171,98,view,2025-12-23T05:55:48.680775+00:00
259,112,view,2025-12-23T06:46:48.680775+00:00
383,172,view,2025-12-23T07:14:48.680775+00:00
429,77,view,2025-12-23T08:05:48.680775+00:00
259,31,click,2025-12-23T10:29:48.680775+00:00
259,192,click,2025-12-23T11:28:48.680775+00:00
429,45,view,2025-12-23T11:36:48.680775+00:00
267,143,add_to_cart,2025-12-23T15:47:48.680775+00:00
77,155,view,2025-12-23T16:31:48.680775+00:00
267,39,view,2025-12-23T16:45:48.680775+00:00
77,14,click,2025-12-23T17:36:48.680775+00:00
267,169,view,2025-12-23T18:26:48.680775+00:00
464,167,view,2025-12-23T19:02:48.680775+00:00
20,118,view,2025-12-23T19:35:48.680775+00:00
77,96,view,2025-12-23T21:20:48.680775+00:00
267,98,view,2025-12-23T21:33:48.680775+00:00
77,183,click,2025-12-23T21:47:48.680775+00:00
464,54,add_to_cart,2025-12-23T22:15:48.680775+00:00
20,59,view,2025-12-23T23:06:48.680775+00:00
267,157,click,2025-12-24T00:27:48.680775+00:00
77,32,view,2025-12-24T01:25:48.680775+00:00
20,50,view,2025-12-24T01:55:48.680775+00:00
464,31,view,2025-12-24T02:05:48.680775+00:00
20,18,add_to_cart,2025-12-24T03:07:48.680775+00:00
267,59,view,2025-12-24T03:23:48.680775+00:00
20,90,click,2025-12-24T04:19:48.680775+00:00
464,178,view,2025-12-24T04:39:48.680775+00:00
77,42,view,2025-12-24T04:41:48.680775+00:00
267,40,view,2025-12-24T05:50:48.680775+00:00
20,174,add_to_cart,2025-12-24T06:02:48.680775+00:00
464,115,click,2025-12-24T07:02:48.680775+00:00
267,155,view,2025-12-24T07:10:48.680775+00:00
464,11,view,2025-12-24T07:34:48.680775+00:00
20,85,add_to_cart,2025-12-24T08:20:48.680775+00:00
464,168,view,2025-12-24T08:27:48.680775+00:00
77,132,view,2025-12-24T08:33:48.680775+00:00
20,67,view,2025-12-24T08:50:48.680775+00:00
77,24,add_to_cart,2025-12-24T10:25:48.680775+00:00
464,66,click,2025-12-24T10:51:48.680775+00:00
140,146,view,2025-12-24T15:55:48.680775+00:00
458,40,click,2025-12-24T17:05:48.680775+00:00
140,153,view,2025-12-24T17:07:48.680775+00:00
398,156,view,2025-12-24T17:56:48.680775+00:00
458,188,add_to_cart,2025-12-24T17:59:48.680775+00:00
140,181,view,2025-12-24T18:30:48.680775+00:00
470,174,add_to_cart,2025-12-24T18:49:48.680775+00:00
458,180,click,2025-12-24T18:57:48.680775+00:00
92,176,view,2025-12-24T19:06:48.680775+00:00
398,12,view,2025-12-24T20:27:48.680775+00:00
140,69,add_to_cart,2025-12-24T20:57:48.680775+00:00
92,19,click,2025-12-24T21:03:48.680775+00:00
470,142,view,2025-12-24T21:06:48.680775+00:00
92,113,view,2025-12-24T21:44:48.680775+00:00
458,199,view,2025-12-24T22:54:48.680775+00:00
140,174,click,2025-12-24T23:09:48.680775+00:00
92,53,view,2025-12-24T23:43:48.680775+00:00
140,193,click,2025-12-24T23:44:48.680775+00:00
92,81,click,2025-12-25T00:20:48.680775+00:00
398,6,view,2025-12-25T00:27:48.680775+00:00
470,104,view,2025-12-25T00:44:48.680775+00:00
458,187,view,2025-12-25T00:59:48.680775+00:00
398,107,view,2025-12-25T01:14:48.680775+00:00
470,67,view,2025-12-25T01:17:48.680775+00:00
92,188,add_to_cart,2025-12-25T01:42:48.680775+00:00
92,103,view,2025-12-25T03:11:48.680775+00:00
470,183,view,2025-12-25T03:29:48.680775+00:00
398,82,view,2025-12-25T03:30:48.680775+00:00
140,16,add_to_cart,2025-12-25T03:40:48.680775+00:00
398,30,add_to_cart,2025-12-25T03:54:48.680775+00:00
470,37,view,2025-12-25T04:02:48.680775+00:00
458,169,add_to_cart,2025-12-25T04:28:48.680775+00:00
92,132,view,2025-12-25T04:46:48.680775+00:00
458,6,view,2025-12-25T05:09:48.680775+00:00
398,44,view,2025-12-25T06:13:48.680775+00:00
458,109,click,2025-12-25T06:36:48.680775+00:00
398,66,click,2025-12-25T07:00:48.680775+00:00
470,69,view,2025-12-25T07:11:48.680775+00:00
140,168,view,2025-12-25T07:22:48.680775+00:00
470,164,add_to_cart,2025-12-25T10:17:48.680775+00:00
299,75,view,2025-12-25T16:55:48.680775+00:00
29,186,view,2025-12-25T17:23:48.680775+00:00
197,115,view,2025-12-25T18:06:48.680775+00:00
100,68,click,2025-12-25T18:37:48.680775+00:00
165,83,view,2025-12-25T19:16:48.680775+00:00
29,33,add_to_cart,2025-12-25T19:23:48.680775+00:00
100,64,view,2025-12-25T19:27:48.680775+00:00
289,179,view,2025-12-25T19:35:48.680775+00:00
299,153,click,2025-12-25T19:53:48.680775+00:00
165,151,click,2025-12-25T19:54:48.680775+00:00
197,115,view,2025-12-25T20:14:48.680775+00:00
165,199,view,2025-12-25T20:31:48.680775+00:00
100,58,add_to_cart,2025-12-25T20:44:48.680775+00:00
289,80,click,2025-12-25T21:32:48.680775+00:00
29,7,add_to_cart,2025-12-25T21:40:48.680775+00:00
100,198,view,2025-12-25T22:01:48.680775+00:00
197,191,click,2025-12-25T22:22:48.680775+00:00
165,94,add_to_cart,2025-12-25T22:46:48.680775+00:00
197,104,view,2025-12-25T22:49:48.680775+00:00
100,177,click,2025-12-25T22:55:48.680775+00:00
299,145,view,2025-12-25T23:00:48.680775+00:00
29,145,click,2025-12-26T00:12:48.680775+00:00
100,123,view,2025-12-26T00:17:48.680775+00:00
165,181,add_to_cart,2025-12-26T00:22:48.680775+00:00
29,165,view,2025-12-26T00:34:48.680775+00:00
289,197,view,2025-12-26T00:34:48.680775+00:00
197,141,view,2025-12-26T01:12:48.680775+00:00
289,58,view,2025-12-26T01:34:48.680775+00:00
197,155,add_to_cart,2025-12-26T01:36:48.680775+00:00
299,122,view,2025-12-26T01:42:48.680775+00:00
165,151,view,2025-12-26T02:04:48.680775+00:00
165,83,view,2025-12-26T03:22:48.680775+00:00
165,188,add_to_cart,2025-12-26T04:03:48.680775+00:00
299,14,click,2025-12-26T04:09:48.680775+00:00
29,119,view,2025-12-26T04:16:48.680775+00:00
100,185,view,2025-12-26T04:17:48.680775+00:00
197,78,click,2025-12-26T04:20:48.680775+00:00
100,147,click,2025-12-26T04:49:48.680775+00:00
29,98,view,2025-12-26T05:23:48.680775+00:00
289,158,view,2025-12-26T05:24:48.680775+00:00
299,189,click,2025-12-26T05:24:48.680775+00:00
299,125,view,2025-12-26T06:38:48.680775+00:00
197,53,click,2025-12-26T06:44:48.680775+00:00
289,101,view,2025-12-26T06:58:48.680775+00:00
29,84,view,2025-12-26T07:20:48.680775+00:00
299,20,click,2025-12-26T08:48:48.680775+00:00
289,171,view,2025-12-26T10:53:48.680775+00:00
289,84,view,2025-12-26T14:34:48.680775+00:00
226,148,view,2025-12-26T15:41:48.680775+00:00
316,176,click,2025-12-26T16:18:48.680775+00:00
313,196,view,2025-12-26T16:34:48.680775+00:00
105,146,click,2025-12-26T16:55:48.680775+00:00
74,33,click,2025-12-26T17:04:48.680775+00:00
313,86,view,2025-12-26T17:19:48.680775+00:00
105,45,click,2025-12-26T17:45:48.680775+00:00
